Name	Set	ImageFile	Number	Pack	Type	Sphere	Unique	Traits	Cost	Willpower	Attack	Defense	Health	Encounter Set	Threat	Engagement Cost	Quest Points	Victory Points	OCTGN ID	Setup	Quantity	Text	Shadow
Lost Island	TFoNN	TFoNN0007	7	The Grey Havens - Nightmare	Location									The Fate of Númenor - Nightmare	2		-		5e4d1c14-315d-41a7-8ae1-76084554bfa7			Cannot have player card attachments. Forced: After Lost Island becomes the active location, flip it over. Action: Remove 4 progress from Lost Island to look at its facedown side. 	
Lost Island	TFoNN	TFoNN0008	8	The Grey Havens - Nightmare	Location									The Fate of Númenor - Nightmare	2		-		6e3a151a-55de-402f-bff4-6e0813226ff9			Cannot have player card attachments. Forced: After Lost Island becomes the active location, flip it over. Action: Remove 4 progress from Lost Island to look at its facedown side. 	
Guardian of the Golden King	TFoNN	TFoNN0009	9	The Grey Havens - Nightmare	Enemy			Undead.			6	4	10	The Fate of Númenor - Nightmare	4	41			d09d5da8-4fb8-4c94-a344-25fbd40cbd46			Forced: After attackers are declared during an attack against Guardian of the Golden King, look at the bottom card of the first player's deck. Choose and remove characters from the attack until only X or fewer characters are attacking, where X is the looked-at card's printed cost (those characters do not ready).	
Overgrown Steps	TFoNN	TFoNN0010	10	The Grey Havens - Nightmare	Location			Forest. Ruins.						The Fate of Númenor - Nightmare	2		1		2bb3f0dd-6028-4cd5-bfdc-3d12f9b69c92			While Overgrown Steps is in the staging area, it gains: "Each Uncharted location in the staging area gets +1 $."Travel: Raise each player's threat by 2 to travel here.	
Corrupted Fauna	TFoNN	TFoNN0011	11	The Grey Havens - Nightmare	Treachery			Hazard.						The Fate of Númenor - Nightmare					406c33fc-8f5d-4d1d-a635-eb6ae9c33091			When Revealed: Each player discards the bottom card of his deck. Each player chooses and removes his characters from the quest until only X or fewer characters are questing, where X is the printed cost of the card that player discarded. Deal 1 damage to each character still committed to the quest.	
Calphons Folly	TFoNN	TFoNN0012	12	The Grey Havens - Nightmare	Treachery									The Fate of Númenor - Nightmare					6a03ecc3-716a-4499-9412-b3838c4b1cba			When Revealed: Choose an Uncharted location in the staging area and flip it over. If it has a Forced effect, resolve it as if that location were active. If it does not have a Forced effect, switch it with the active location, if able.	Attacking enemy gets + X Û, where X is the active location's $.
Raid on the Grey Havens	RotGHN	RotGHN0001	1	The Grey Havens - Nightmare	Nightmare									Raid on the Grey Havens - Nightmare					a33274da-588d-4430-b730-0e82942c0605			Begin with the standard and encounter deck for the Raid on the Grey Havens scenario.Remove the following cards, in the specified quantities, from the standard encounter deck:1x Sahir's Advance (quest stage 2)3x Corsair Arsonist2x Elven Wave-runner1x Umbar RaiderThen, shuffle the encounter cards in this Nightmare Deck into the remainder of the standard Raid on the Grey Havens encounter deck.Finally, flip this setup card over and place it next to the quest deck. Its effect remains active throughout the game, which is now ready to begin.	
Sahirs Advance	RotGHN	RotGHN0002A,RotGHN0002B	2	The Grey Havens - Nightmare	Quest				2					Raid on the Grey Havens - Nightmare		A			ccba3aa6-5129-47d8-839c-b20aff126e62			A menacing ship leads the raiders, its charismatic captain bellowing orders to the Corsairs: "Kill the defenders!" he shouts. "Destroy their ships!"When Revealed: Add Na'asiyah and Captain Sahir to the staging area, enemy side faceup. Each player reveals the top card of the encounter deck. Place resources on Na'asiyah and Captain Sahir equal to the amount of damage on the Dream-chaser. Add 1 resource to each other Raider enemy in play.	
Corsair Pillager	RotGHN	RotGHN0003	3	The Grey Havens - Nightmare	Enemy			Corsair. Raider.			2	3	3	Raid on the Grey Havens - Nightmare	3	16			c4993a31-1e07-469c-a3cb-13e90e44253f			During the combat phase, Corsair Pillager makes 1 additional attack for each resource token on it.Forced: After the players travel to an Aflame location, place 1 resource on Corsair Pillager for each damage on that location.	
Corsair Pyromaniac	RotGHN	RotGHN0004	4	The Grey Havens - Nightmare	Enemy			Corsair. Raider.			2	2	4	Raid on the Grey Havens - Nightmare	2	44			5d491420-2c69-41b8-8023-a7020f5a33df			Corsair Pyromaniac gets +1 $, +1 Û, and +1 Ú for each resource token on it.Forced: After a card is placed underneath The Havens Burn, place 1 resource on Corsair Pyromaniac.	
Elite Marauder	RotGHN	RotGHN0005	5	The Grey Havens - Nightmare	Enemy			Corsair.			6	2	5	Raid on the Grey Havens - Nightmare	4	32			4a9282c0-44e5-4438-9b97-4b93dc29282d			For each excess point of damage dealt by Elite Marauder (damage that is dealt beyond the remaining hit points of the character damaged by its attack) you must place 1 damage on an Aflame location in the staging area.	
Narelenya	RotGHN	RotGHN0006	6	The Grey Havens - Nightmare	Location		‰	Grey Havens. Ship.						Raid on the Grey Havens - Nightmare	3		7	1	e0c17eeb-3231-49a4-a807-1e176247573c			Forced: After the first player plays an ally from his hand, deal 1 damage to the Nárelenya.	
Dawn Star	RotGHN	RotGHN0007	7	The Grey Havens - Nightmare	Location		‰	Gondor. Ship.						Raid on the Grey Havens - Nightmare	3		6	1	7e8c1439-0d73-459d-b3d9-29c7c2c56e76			Forced: After the first player draws any number of cards, deal 1 damage to the Dawn Star.	
Silver Wing	RotGHN	RotGHN0008	8	The Grey Havens - Nightmare	Location		‰	Gondor. Ship.						Raid on the Grey Havens - Nightmare	2		5	1	f40d0756-8603-4bf3-ad66-2890552bd60e			Forced: After the first player attacks an enemy, deal 1 damage to the Silver Wing.	
Burning Tower	RotGHN	RotGHN0009	9	The Grey Havens - Nightmare	Location			Grey Havens.						Raid on the Grey Havens - Nightmare	2		6		98763910-365c-452a-b7ed-24512c3962a8			While Burning Tower is in the staging area, damage cannot be healed.Forced: After damage is placed on Burning Tower, choose X characters, where X is the amount of damage on Burning Tower. Deal 1 damage to each chosen character.	
Sudden Assault	RotGHN	RotGHN0010	10	The Grey Havens - Nightmare	Treachery									Raid on the Grey Havens - Nightmare					6e765a17-9c2e-4b30-b023-5f08450553c4			When Revealed: Each player must either deal 2 damage to an Aflame location in play, or reveal 1 card from the top of the encounter deck.	Either deal 2 damage to an Aflame location in play or attacking enemy makes an additional attack after this one.
Infiltration	RotGHN	RotGHN0011	11	The Grey Havens - Nightmare	Treachery									Raid on the Grey Havens - Nightmare					b52b72ae-574d-4736-96d6-3531a0aae7ae			When Revealed: Remove 1 resource from each hero in play. Distribute those resources as evenly as possible among Raider enemies in play or set aside.	Damage from this attack is dealt to an Aflame location in play instead of the defending character.
Farewell to the Shire	TOF	TOF0001A,TOF0001B	1	The Old Forest	Quest				1					The Old Forest		A			185d7d65-ebec-4d7a-aca0-b5b2e3449c3c	tttt		Setup: Set Old Man Willow and Withywindle aside, out of play. Each player searches the encounter deck and adds 1 different location to the staging area. Shuffle the encounter deck. 	
The Living Forest	TOF	TOF0002A,TOF0002B	2	The Old Forest	Quest				2					The Old Forest		A			ab7ef031-1d13-4623-a9c3-2f6e3ce15d38			When Revealed: If the number of locations in the staging area is less than the number of players in the game, search the encounter deck and discard pile for a location and add it to the staging area. Shuffle the encounter deck.	
The Living Forest	TOF	TOF0003A,TOF0003B	3	The Old Forest	Quest				2					The Old Forest		A			47c0a2e6-0b38-4142-9891-fcb3b3e0bbd8			When Revealed: If the number of locations in the staging area is less than the number of players in the game, search the encounter deck and discard pile for a location and add it to the staging area. Shuffle the encounter deck.	
The Living Forest	TOF	TOF0004A,TOF0004B	4	The Old Forest	Quest				2					The Old Forest		A			f2bb7a4e-eca9-4889-b908-1da95fbb089f			When Revealed: If the number of locations in the staging area is less than the number of players in the game, search the encounter deck and discard pile for a location and add it to the staging area. Shuffle the encounter deck.	
The Living Forest	TOF	TOF0005A,TOF0005B	5	The Old Forest	Quest				2					The Old Forest		A			49304bf6-63f3-4fd1-b3ec-072a034e4eb0			When Revealed: If the number of locations in the staging area is less than the number of players in the game, search the encounter deck and discard pile for a location and add it to the staging area. Shuffle the encounter deck.	
The Wicked Willow	TOF	TOF0006A,TOF0006B	6	The Old Forest	Quest				3					The Old Forest		A			6805d08f-84e0-412d-a728-35a42ea9a091			When Revealed: Add Old Man Willow and Withywindle to the staging area. Reveal X encounter cards where X is the number of players in the game minus 1.	
Old Man Willow	TOF	TOF0007	7	The Old Forest	Enemy		‰	Tree.			5	4	12	The Old Forest	3	50			08b55b0b-93e5-42d3-a746-703c7ce9146f			Forced: When Old Man Willow attacks, discard a random location from the victory display. The defending player raises his threat by X, where X is that location's victory point value. 	
Long Trailer	TOF	TOF0008	8	The Old Forest	Enemy			Tree.			4	2	6	The Old Forest	2	40			54c8ecae-73b1-4c42-84ed-0411551c363a			While Long Trailer is in the staging area it gains: "Forced: After the active location leaves play as an explored location, Long Trailer makes an immediate attack against the first player." 	
Grasping Root	TOF	TOF0009	9	The Old Forest	Enemy			Tree.			3	3	5	The Old Forest	3	30			ffd2cfe7-e5fc-4f47-b85e-19e8b2df5171			Forced: After Grasping Root engages a player, that player must assign X damage among characters he controls. X is the number of locations in the victory display. 	
Army of Flies	TOF	TOF0010	10	The Old Forest	Enemy			Creature. Insect.			1	0	2	The Old Forest	1	20			d2cd3802-0667-4124-b7b6-5e753ff71ec3			Forced: After Army of Flies engages a player, that player discards a non-objective attachment he controls. 	Shadow: Defending player discards a non-objective attachment he controls.
Withywindle	TOF	TOF0011	11	The Old Forest	Location		‰	Forest. River.						The Old Forest	1		5	3	b00c623e-2aaa-4286-9fba-499fe39eb204			While Withywindle is the active location, the first player reveals 1 additional encounter card during the quest phase.	
Misleading Path	TOF	TOF0012	12	The Old Forest	Location			Forest.						The Old Forest	1		2		a1827b45-42bd-44b3-a86d-d773e60ac1b5			When faced with the option to travel, the players must travel to Misleading Path if there is no active location.	Shadow: Defending player discards each ally card in his hand.
Deep Gulley	TOF	TOF0013	13	The Old Forest	Location			Forest.						The Old Forest	2		4	2	fdfc404e-67b0-44d6-a1e7-a5e568ac0265			While Deep Gulley is in the staging area, it gains: "Forced: After a player optionally engages an enemy, that player raises his threat by X, where X is the engaged enemy's Û."	
Strange Woods	TOF	TOF0014	14	The Old Forest	Location			Forest.						The Old Forest	3		3	1	c60642b2-4ce3-42e8-8cb5-41c9ac9251fb			While Strange Woods is in the staging area, characters cannot be healed.	Shadow: Attacking enemy gets +1 Û. If this attack destroys a character, raise each player's threat by 2.
Wall of Trees	TOF	TOF0015	15	The Old Forest	Location			Forest.						The Old Forest	X		4	X	4bdcd185-ba8e-45f7-83e3-04325a07a5ed			While Wall of Trees is in the staging area, progress must be placed on Wall of Trees before it can be placed on the current quest. 	
Oppressive Forest	TOF	TOF0016	16	The Old Forest	Location			Forest.						The Old Forest	2		5	2	7445051f-ca99-4a2c-8a8c-656f325fa227			While Oppressive Forest is in the staging area, each player cannot play more than 1 card each round.	Shadow: If there are no locations in the staging area, add this location to the staging area.
Swaying Without Wind	TOF	TOF0017	17	The Old Forest	Treachery									The Old Forest					1ba09574-9d2a-4687-bd58-ca37ceadb023			When Revealed: Choose a location in the victory display and return it to the staging area. If no location was returned to the staging area this way, Swaying Without Wind gains surge.	
Falling Branches	TOF	TOF0018	18	The Old Forest	Treachery									The Old Forest					389072e7-d59a-4a04-bed8-568cc367b06f			When Revealed: Each player removes a character he controls from the quest and deals 2 damage to that character (3 damage instead if that character is an ally).	Shadow: Attacking enemy gets +1 Û (+2 Û instead if the defending characters is an ally).
Song of Sleep	TOF	TOF0019	19	The Old Forest	Treachery			Enchantment.						The Old Forest					3f24ad57-1c50-47dc-a117-5aee279b8451			When Revealed: Remove a questing hero you control from the quest and attach Song of Sleep to that hero. Counts as a Condition attachment with the text: "Limit 1 per hero. Treat attached hero's printed text box as if it were blank (except for Traits). Attached hero cannot ready."	
Lost and Witless	TOF	TOF0020	20	The Old Forest	Treachery									The Old Forest					bb1652ba-37e4-4a59-a7c7-39f398c0ab19			When Revealed: Discard all progress from each location in the staging area. If there is a non-unique active location, randomly choose a location in the staging area and switch it with the active location.	
Ending and Failing	TOF	TOF0021	21	The Old Forest	Treachery									The Old Forest					021d423c-d9e4-4b7f-bca3-ee1ec4361a23			When Revealed: At the end of the phase, raise each player's threat by X where X is the number of enemies in the staging area.	Shadow: Return attacking enemy to the staging area after this attack.
